run_id,condition,response,task_id,complexity,group
52,2,2,31.0,medium,B
52,2,4,54.0,high,B
52,2,4,47.0,high,B
52,2,3,1.0,low,B
49,1,5,13.0,low,A
49,1,5,2.0,low,A
49,1,5,30.0,medium,A
49,1,3,50.0,high,A
49,1,5,59.0,high,A
49,1,4,22.0,medium,A
49,1,2,46.0,high,A
49,1,4,19.0,medium,A
49,1,1,7.0,low,A
49,1,4,53.0,high,A
49,1,5,33.0,medium,A
49,1,6,62.0,high,A
49,1,6,25.0,medium,A
49,1,2,44.0,high,A
49,1,2,39.0,medium,A
49,1,4,11.0,low,A
53,3,5,45.0,high,C
53,3,2,15.0,low,C
53,3,5,10.0,low,C
53,3,2,4.0,low,C
53,3,6,63.0,high,C
53,3,3,27.0,medium,C
53,3,6,38.0,medium,C
53,3,3,36.0,medium,C
53,3,3,32.0,medium,C
53,3,2,52.0,high,C
53,3,4,41.0,high,C
53,3,5,58.0,high,C
53,3,4,5.0,low,C
53,3,4,20.0,medium,C
53,3,3,56.0,high,C
53,3,4,21.0,medium,C
54,1,5,59.0,high,A
54,1,4,30.0,medium,A
54,1,6,46.0,high,A
54,1,3,22.0,medium,A
54,1,4,11.0,low,A
54,1,7,25.0,medium,A
54,1,1,50.0,high,A
54,1,2,44.0,high,A
54,1,1,7.0,low,A
54,1,2,53.0,high,A
54,1,7,62.0,high,A
54,1,6,19.0,medium,A
54,1,4,13.0,low,A
54,1,3,39.0,medium,A
54,1,5,2.0,low,A
54,1,5,33.0,medium,A
58,4,2,40.0,medium,D
58,4,7,12.0,low,D
58,4,4,3.0,low,D
58,4,5,42.0,high,D
58,4,7,29.0,medium,D
58,4,6,24.0,medium,D
58,4,5,48.0,high,D
58,4,2,49.0,high,D
58,4,3,18.0,medium,D
58,4,6,6.0,low,D
58,4,6,55.0,high,D
58,4,1,34.0,medium,D
58,4,6,61.0,high,D
58,4,2,57.0,high,D
58,4,4,16.0,low,D
58,4,2,28.0,medium,D
56,3,1,15.0,low,C
56,3,4,5.0,low,C
56,3,4,21.0,medium,C
56,3,5,32.0,medium,C
56,3,2,27.0,medium,C
56,3,4,20.0,medium,C
56,3,2,41.0,high,C
56,3,2,45.0,high,C
56,3,3,36.0,medium,C
56,3,6,63.0,high,C
56,3,3,56.0,high,C
56,3,5,38.0,medium,C
56,3,4,4.0,low,C
56,3,5,58.0,high,C
56,3,6,10.0,low,C
56,3,3,52.0,high,C
57,2,2,51.0,high,B
57,2,2,31.0,medium,B
57,2,2,64.0,high,B
57,2,4,23.0,medium,B
57,2,5,47.0,high,B
57,2,7,26.0,medium,B
57,2,2,1.0,low,B
57,2,5,17.0,medium,B
57,2,7,8.0,low,B
57,2,6,37.0,medium,B
57,2,7,35.0,medium,B
57,2,2,14.0,low,B
57,2,5,60.0,high,B
57,2,1,9.0,low,B
57,2,5,43.0,high,B
57,2,3,54.0,high,B
55,4,1,57.0,high,D
55,4,2,18.0,medium,D
55,4,1,34.0,medium,D
55,4,5,61.0,high,D
55,4,5,42.0,high,D
55,4,7,29.0,medium,D
55,4,6,48.0,high,D
55,4,5,6.0,low,D
55,4,4,16.0,low,D
55,4,4,24.0,medium,D
55,4,4,3.0,low,D
55,4,7,12.0,low,D
55,4,3,49.0,high,D
55,4,3,55.0,high,D
55,4,3,40.0,medium,D
55,4,2,28.0,medium,D
6,1,7,62.0,high,A
6,1,3,46.0,high,A
6,1,4,22.0,medium,A
6,1,4,11.0,low,A
6,1,1,7.0,low,A
6,1,2,44.0,high,A
6,1,3,53.0,high,A
6,1,5,30.0,medium,A
6,1,5,19.0,medium,A
6,1,4,2.0,low,A
6,1,3,39.0,medium,A
6,1,5,13.0,low,A
6,1,4,33.0,medium,A
6,1,2,50.0,high,A
6,1,5,25.0,medium,A
6,1,6,59.0,high,A
60,2,5,17.0,medium,B
60,2,2,51.0,high,B
60,2,7,35.0,medium,B
60,2,7,8.0,low,B
60,2,2,14.0,low,B
60,2,5,26.0,medium,B
60,2,6,37.0,medium,B
60,2,4,54.0,high,B
60,2,2,64.0,high,B
60,2,3,1.0,low,B
60,2,2,31.0,medium,B
60,2,3,9.0,low,B
60,2,3,23.0,medium,B
60,2,4,60.0,high,B
60,2,3,43.0,high,B
60,2,5,47.0,high,B
63,1,7,62.0,high,A
63,1,5,2.0,low,A
63,1,6,50.0,high,A
63,1,4,11.0,low,A
63,1,5,33.0,medium,A
63,1,5,19.0,medium,A
63,1,1,7.0,low,A
63,1,5,59.0,high,A
63,1,3,22.0,medium,A
63,1,5,46.0,high,A
63,1,3,39.0,medium,A
63,1,4,44.0,high,A
63,1,4,53.0,high,A
63,1,4,13.0,low,A
63,1,6,25.0,medium,A
63,1,6,30.0,medium,A
59,3,3,20.0,medium,C
59,3,6,56.0,high,C
59,3,5,32.0,medium,C
59,3,6,38.0,medium,C
59,3,2,36.0,medium,C
59,3,4,58.0,high,C
59,3,3,15.0,low,C
59,3,5,10.0,low,C
59,3,4,21.0,medium,C
59,3,4,5.0,low,C
59,3,4,27.0,medium,C
59,3,3,63.0,high,C
59,3,5,45.0,high,C
59,3,2,41.0,high,C
59,3,4,4.0,low,C
59,3,3,52.0,high,C
61,1,5,33.0,medium,A
61,1,5,13.0,low,A
61,1,4,11.0,low,A
61,1,6,2.0,low,A
61,1,6,25.0,medium,A
61,1,3,46.0,high,A
61,1,5,19.0,medium,A
61,1,2,50.0,high,A
61,1,4,53.0,high,A
61,1,6,30.0,medium,A
61,1,5,62.0,high,A
61,1,3,44.0,high,A
61,1,3,39.0,medium,A
61,1,4,59.0,high,A
61,1,1,7.0,low,A
61,1,3,22.0,medium,A
64,3,4,5.0,low,C
64,3,3,45.0,high,C
64,3,3,56.0,high,C
64,3,3,58.0,high,C
64,3,4,21.0,medium,C
64,3,5,38.0,medium,C
64,3,5,32.0,medium,C
64,3,3,27.0,medium,C
64,3,3,15.0,low,C
64,3,5,63.0,high,C
64,3,4,4.0,low,C
64,3,3,52.0,high,C
64,3,3,41.0,high,C
64,3,5,10.0,low,C
64,3,4,20.0,medium,C
64,3,3,36.0,medium,C
62,2,3,60.0,high,B
62,2,2,1.0,low,B
62,2,5,8.0,low,B
62,2,4,14.0,low,B
62,2,4,43.0,high,B
62,2,3,51.0,high,B
62,2,3,64.0,high,B
62,2,3,31.0,medium,B
62,2,5,17.0,medium,B
62,2,5,26.0,medium,B
62,2,5,47.0,high,B
62,2,3,23.0,medium,B
62,2,2,9.0,low,B
62,2,5,54.0,high,B
62,2,6,37.0,medium,B
62,2,5,35.0,medium,B
68,4,4,18.0,medium,D
68,4,6,42.0,high,D
68,4,4,16.0,low,D
68,4,1,6.0,low,D
68,4,1,40.0,medium,D
68,4,7,12.0,low,D
68,4,1,34.0,medium,D
68,4,2,49.0,high,D
68,4,2,28.0,medium,D
68,4,3,57.0,high,D
68,4,5,48.0,high,D
68,4,6,24.0,medium,D
68,4,4,3.0,low,D
68,4,5,55.0,high,D
68,4,6,29.0,medium,D
68,4,5,61.0,high,D
69,2,3,60.0,high,B
69,2,2,1.0,low,B
69,2,2,43.0,high,B
69,2,6,37.0,medium,B
69,2,5,26.0,medium,B
69,2,2,14.0,low,B
69,2,3,51.0,high,B
69,2,6,35.0,medium,B
69,2,7,23.0,medium,B
69,2,3,17.0,medium,B
69,2,3,64.0,high,B
69,2,4,47.0,high,B
69,2,3,31.0,medium,B
69,2,2,9.0,low,B
69,2,6,54.0,high,B
69,2,6,8.0,low,B
67,3,3,27.0,medium,C
67,3,3,36.0,medium,C
67,3,2,52.0,high,C
67,3,4,4.0,low,C
67,3,4,21.0,medium,C
67,3,3,41.0,high,C
67,3,6,38.0,medium,C
67,3,5,45.0,high,C
67,3,4,20.0,medium,C
67,3,5,32.0,medium,C
67,3,4,5.0,low,C
67,3,5,10.0,low,C
67,3,3,15.0,low,C
67,3,4,58.0,high,C
67,3,3,56.0,high,C
67,3,5,63.0,high,C
65,1,7,25.0,medium,A
65,1,3,22.0,medium,A
65,1,5,46.0,high,A
65,1,5,59.0,high,A
65,1,3,39.0,medium,A
65,1,1,7.0,low,A
65,1,6,62.0,high,A
65,1,3,53.0,high,A
65,1,2,44.0,high,A
65,1,4,11.0,low,A
65,1,5,33.0,medium,A
65,1,5,30.0,medium,A
65,1,5,19.0,medium,A
65,1,4,13.0,low,A
65,1,2,50.0,high,A
65,1,5,2.0,low,A
7,4,7,29.0,medium,D
7,4,2,49.0,high,D
7,4,7,61.0,high,D
7,4,6,42.0,high,D
7,4,7,48.0,high,D
7,4,7,6.0,low,D
7,4,4,3.0,low,D
7,4,2,18.0,medium,D
7,4,2,28.0,medium,D
7,4,2,57.0,high,D
7,4,3,40.0,medium,D
7,4,4,16.0,low,D
7,4,1,34.0,medium,D
7,4,5,55.0,high,D
7,4,6,24.0,medium,D
7,4,7,12.0,low,D
70,3,4,20.0,medium,C
70,3,6,56.0,high,C
70,3,2,58.0,high,C
70,3,3,27.0,medium,C
70,3,4,21.0,medium,C
70,3,3,32.0,medium,C
70,3,3,4.0,low,C
70,3,4,5.0,low,C
70,3,6,63.0,high,C
70,3,4,10.0,low,C
70,3,3,15.0,low,C
70,3,3,52.0,high,C
70,3,6,38.0,medium,C
70,3,2,41.0,high,C
70,3,1,45.0,high,C
70,3,3,36.0,medium,C
74,2,6,37.0,medium,B
74,2,5,60.0,high,B
74,2,2,64.0,high,B
74,2,3,47.0,high,B
74,2,2,1.0,low,B
74,2,5,17.0,medium,B
74,2,6,35.0,medium,B
74,2,2,23.0,medium,B
74,2,2,9.0,low,B
74,2,2,51.0,high,B
74,2,5,54.0,high,B
74,2,6,26.0,medium,B
74,2,3,43.0,high,B
74,2,2,31.0,medium,B
74,2,2,14.0,low,B
74,2,6,8.0,low,B
71,4,7,29.0,medium,D
71,4,7,61.0,high,D
71,4,4,16.0,low,D
71,4,2,57.0,high,D
71,4,5,42.0,high,D
71,4,4,28.0,medium,D
71,4,2,34.0,medium,D
71,4,5,55.0,high,D
71,4,4,24.0,medium,D
71,4,5,48.0,high,D
71,4,3,40.0,medium,D
71,4,3,49.0,high,D
71,4,4,3.0,low,D
71,4,6,12.0,low,D
71,4,3,18.0,medium,D
71,4,5,6.0,low,D
72,1,2,19.0,medium,A
72,1,7,46.0,high,A
72,1,2,22.0,medium,A
72,1,7,62.0,high,A
72,1,1,7.0,low,A
72,1,6,30.0,medium,A
72,1,1,50.0,high,A
72,1,5,33.0,medium,A
72,1,2,44.0,high,A
72,1,6,25.0,medium,A
72,1,7,2.0,low,A
72,1,2,39.0,medium,A
72,1,7,59.0,high,A
72,1,1,53.0,high,A
72,1,4,11.0,low,A
72,1,4,13.0,low,A
75,4,4,16.0,low,D
75,4,3,49.0,high,D
75,4,5,24.0,medium,D
75,4,6,6.0,low,D
75,4,2,40.0,medium,D
75,4,5,55.0,high,D
75,4,7,12.0,low,D
75,4,4,3.0,low,D
75,4,7,29.0,medium,D
75,4,1,57.0,high,D
75,4,4,61.0,high,D
75,4,2,28.0,medium,D
75,4,2,18.0,medium,D
75,4,6,42.0,high,D
75,4,4,48.0,high,D
75,4,1,34.0,medium,D
73,2,6,54.0,high,B
73,2,7,47.0,high,B
73,2,2,1.0,low,B
73,2,2,31.0,medium,B
73,2,4,64.0,high,B
73,2,1,14.0,low,B
73,2,7,35.0,medium,B
73,2,5,60.0,high,B
73,2,3,17.0,medium,B
73,2,1,23.0,medium,B
73,2,6,26.0,medium,B
73,2,3,51.0,high,B
73,2,6,37.0,medium,B
73,2,6,8.0,low,B
73,2,6,43.0,high,B
73,2,2,9.0,low,B
76,1,2,53.0,high,A
76,1,4,11.0,low,A
76,1,5,46.0,high,A
76,1,5,30.0,medium,A
76,1,7,62.0,high,A
76,1,3,22.0,medium,A
76,1,1,44.0,high,A
76,1,2,39.0,medium,A
76,1,2,19.0,medium,A
76,1,1,7.0,low,A
76,1,5,2.0,low,A
76,1,3,50.0,high,A
76,1,6,59.0,high,A
76,1,4,13.0,low,A
76,1,5,33.0,medium,A
76,1,4,25.0,medium,A
77,3,5,56.0,high,C
77,3,6,45.0,high,C
77,3,5,32.0,medium,C
77,3,7,63.0,high,C
77,3,4,5.0,low,C
77,3,2,36.0,medium,C
77,3,5,10.0,low,C
77,3,3,15.0,low,C
77,3,4,58.0,high,C
77,3,4,20.0,medium,C
77,3,6,38.0,medium,C
77,3,1,41.0,high,C
77,3,2,4.0,low,C
77,3,1,27.0,medium,C
77,3,4,21.0,medium,C
77,3,2,52.0,high,C
78,2,1,1.0,low,B
78,2,3,31.0,medium,B
78,2,7,8.0,low,B
78,2,6,26.0,medium,B
78,2,5,54.0,high,B
78,2,4,47.0,high,B
78,2,3,51.0,high,B
78,2,2,23.0,medium,B
78,2,5,37.0,medium,B
78,2,4,64.0,high,B
78,2,3,14.0,low,B
78,2,4,60.0,high,B
78,2,2,17.0,medium,B
78,2,1,9.0,low,B
78,2,5,35.0,medium,B
78,2,2,43.0,high,B
82,4,2,40.0,medium,D
82,4,5,24.0,medium,D
82,4,5,61.0,high,D
82,4,6,29.0,medium,D
82,4,7,12.0,low,D
82,4,2,28.0,medium,D
82,4,5,42.0,high,D
82,4,2,34.0,medium,D
82,4,6,48.0,high,D
82,4,2,57.0,high,D
82,4,4,16.0,low,D
82,4,4,55.0,high,D
82,4,4,3.0,low,D
82,4,5,6.0,low,D
82,4,4,49.0,high,D
82,4,3,18.0,medium,D
85,4,7,6.0,low,D
85,4,7,29.0,medium,D
85,4,4,16.0,low,D
85,4,4,3.0,low,D
85,4,7,12.0,low,D
85,4,1,18.0,medium,D
85,4,3,49.0,high,D
85,4,7,48.0,high,D
85,4,5,24.0,medium,D
85,4,6,61.0,high,D
85,4,5,55.0,high,D
85,4,3,57.0,high,D
85,4,1,34.0,medium,D
85,4,6,42.0,high,D
85,4,2,40.0,medium,D
85,4,1,28.0,medium,D
79,3,5,32.0,medium,C
79,3,6,38.0,medium,C
79,3,3,52.0,high,C
79,3,4,45.0,high,C
79,3,5,10.0,low,C
79,3,4,4.0,low,C
79,3,4,58.0,high,C
79,3,5,36.0,medium,C
79,3,5,56.0,high,C
79,3,4,21.0,medium,C
79,3,4,20.0,medium,C
79,3,6,63.0,high,C
79,3,2,41.0,high,C
79,3,3,15.0,low,C
79,3,2,27.0,medium,C
79,3,4,5.0,low,C
81,4,4,18.0,medium,D
81,4,6,6.0,low,D
81,4,4,16.0,low,D
81,4,3,57.0,high,D
81,4,5,61.0,high,D
81,4,6,29.0,medium,D
81,4,4,3.0,low,D
81,4,3,40.0,medium,D
81,4,1,34.0,medium,D
81,4,3,55.0,high,D
81,4,5,42.0,high,D
81,4,2,28.0,medium,D
81,4,4,49.0,high,D
81,4,5,48.0,high,D
81,4,4,24.0,medium,D
81,4,7,12.0,low,D
83,2,5,60.0,high,B
83,2,4,43.0,high,B
83,2,6,37.0,medium,B
83,2,3,23.0,medium,B
83,2,3,31.0,medium,B
83,2,5,35.0,medium,B
83,2,3,51.0,high,B
83,2,6,54.0,high,B
83,2,2,14.0,low,B
83,2,3,9.0,low,B
83,2,5,17.0,medium,B
83,2,5,26.0,medium,B
83,2,7,8.0,low,B
83,2,2,64.0,high,B
83,2,2,1.0,low,B
83,2,5,47.0,high,B
84,1,5,13.0,low,A
84,1,4,53.0,high,A
84,1,2,50.0,high,A
84,1,5,2.0,low,A
84,1,5,62.0,high,A
84,1,5,59.0,high,A
84,1,3,22.0,medium,A
84,1,6,25.0,medium,A
84,1,2,44.0,high,A
84,1,4,11.0,low,A
84,1,4,33.0,medium,A
84,1,1,7.0,low,A
84,1,6,30.0,medium,A
84,1,3,46.0,high,A
84,1,5,19.0,medium,A
84,1,3,39.0,medium,A
86,3,2,36.0,medium,C
86,3,2,56.0,high,C
86,3,1,4.0,low,C
86,3,4,21.0,medium,C
86,3,4,20.0,medium,C
86,3,6,58.0,high,C
86,3,2,41.0,high,C
86,3,7,10.0,low,C
86,3,1,27.0,medium,C
86,3,5,32.0,medium,C
86,3,7,38.0,medium,C
86,3,2,15.0,low,C
86,3,6,45.0,high,C
86,3,5,63.0,high,C
86,3,4,5.0,low,C
86,3,1,52.0,high,C
88,2,3,17.0,medium,B
88,2,5,43.0,high,B
88,2,5,47.0,high,B
88,2,5,8.0,low,B
88,2,5,37.0,medium,B
88,2,3,60.0,high,B
88,2,3,9.0,low,B
88,2,5,26.0,medium,B
88,2,5,23.0,medium,B
88,2,3,31.0,medium,B
88,2,3,1.0,low,B
88,2,3,64.0,high,B
88,2,5,54.0,high,B
88,2,3,14.0,low,B
88,2,5,51.0,high,B
88,2,5,35.0,medium,B
87,3,4,32.0,medium,C
87,3,2,15.0,low,C
87,3,2,63.0,high,C
87,3,5,10.0,low,C
87,3,1,41.0,high,C
87,3,3,36.0,medium,C
87,3,7,38.0,medium,C
87,3,5,45.0,high,C
87,3,4,20.0,medium,C
87,3,4,21.0,medium,C
87,3,4,58.0,high,C
87,3,4,5.0,low,C
87,3,1,52.0,high,C
87,3,3,56.0,high,C
87,3,3,4.0,low,C
87,3,4,27.0,medium,C
9,4,2,49.0,high,D
9,4,4,16.0,low,D
9,4,7,29.0,medium,D
9,4,1,34.0,medium,D
9,4,2,61.0,high,D
9,4,3,24.0,medium,D
9,4,5,55.0,high,D
9,4,2,18.0,medium,D
9,4,6,48.0,high,D
9,4,7,42.0,high,D
9,4,5,57.0,high,D
9,4,2,28.0,medium,D
9,4,3,40.0,medium,D
9,4,6,6.0,low,D
9,4,7,12.0,low,D
9,4,4,3.0,low,D
89,4,4,18.0,medium,D
89,4,3,49.0,high,D
89,4,1,34.0,medium,D
89,4,6,42.0,high,D
89,4,5,24.0,medium,D
89,4,2,40.0,medium,D
89,4,4,48.0,high,D
89,4,6,6.0,low,D
89,4,4,57.0,high,D
89,4,4,16.0,low,D
89,4,7,12.0,low,D
89,4,2,28.0,medium,D
89,4,4,3.0,low,D
89,4,5,55.0,high,D
89,4,6,29.0,medium,D
89,4,5,61.0,high,D
90,1,1,50.0,high,A
90,1,7,30.0,medium,A
90,1,3,46.0,high,A
90,1,3,22.0,medium,A
90,1,4,11.0,low,A
90,1,5,13.0,low,A
90,1,3,44.0,high,A
90,1,3,39.0,medium,A
90,1,5,59.0,high,A
90,1,6,25.0,medium,A
90,1,5,33.0,medium,A
90,1,6,2.0,low,A
90,1,6,62.0,high,A
90,1,1,7.0,low,A
90,1,5,19.0,medium,A
90,1,3,53.0,high,A
94,3,3,27.0,medium,C
94,3,5,10.0,low,C
94,3,4,20.0,medium,C
94,3,4,5.0,low,C
94,3,3,41.0,high,C
94,3,4,4.0,low,C
94,3,6,21.0,medium,C
94,3,5,32.0,medium,C
94,3,3,56.0,high,C
94,3,2,15.0,low,C
94,3,5,58.0,high,C
94,3,3,36.0,medium,C
94,3,5,63.0,high,C
94,3,6,38.0,medium,C
94,3,1,52.0,high,C
94,3,5,45.0,high,C
91,2,2,1.0,low,B
91,2,3,43.0,high,B
91,2,4,17.0,medium,B
91,2,5,60.0,high,B
91,2,5,47.0,high,B
91,2,2,51.0,high,B
91,2,2,23.0,medium,B
91,2,2,9.0,low,B
91,2,5,37.0,medium,B
91,2,6,35.0,medium,B
91,2,2,14.0,low,B
91,2,6,26.0,medium,B
91,2,5,54.0,high,B
91,2,5,8.0,low,B
91,2,3,31.0,medium,B
91,2,3,64.0,high,B
93,4,2,28.0,medium,D
93,4,6,6.0,low,D
93,4,6,55.0,high,D
93,4,6,61.0,high,D
93,4,2,18.0,medium,D
93,4,6,49.0,high,D
93,4,7,12.0,low,D
93,4,7,29.0,medium,D
93,4,4,40.0,medium,D
93,4,4,16.0,low,D
93,4,4,3.0,low,D
93,4,6,48.0,high,D
93,4,1,34.0,medium,D
93,4,1,57.0,high,D
93,4,6,24.0,medium,D
93,4,6,42.0,high,D
97,2,5,43.0,high,B
97,2,5,54.0,high,B
97,2,5,26.0,medium,B
97,2,6,8.0,low,B
97,2,2,1.0,low,B
97,2,2,9.0,low,B
97,2,3,64.0,high,B
97,2,3,23.0,medium,B
97,2,5,17.0,medium,B
97,2,5,35.0,medium,B
97,2,2,51.0,high,B
97,2,4,47.0,high,B
97,2,5,37.0,medium,B
97,2,3,14.0,low,B
97,2,2,31.0,medium,B
97,2,5,60.0,high,B
98,3,4,4.0,low,C
98,3,3,63.0,high,C
98,3,5,15.0,low,C
98,3,4,5.0,low,C
98,3,3,41.0,high,C
98,3,4,27.0,medium,C
98,3,4,21.0,medium,C
98,3,4,20.0,medium,C
98,3,4,56.0,high,C
98,3,3,58.0,high,C
98,3,3,36.0,medium,C
98,3,5,45.0,high,C
98,3,5,32.0,medium,C
98,3,5,38.0,medium,C
98,3,5,10.0,low,C
98,3,4,52.0,high,C
95,1,6,25.0,medium,A
95,1,2,50.0,high,A
95,1,4,22.0,medium,A
95,1,2,44.0,high,A
95,1,6,30.0,medium,A
95,1,1,7.0,low,A
95,1,6,19.0,medium,A
95,1,3,2.0,low,A
95,1,5,62.0,high,A
95,1,4,53.0,high,A
95,1,5,33.0,medium,A
95,1,2,39.0,medium,A
95,1,4,11.0,low,A
95,1,5,13.0,low,A
95,1,2,46.0,high,A
95,1,5,59.0,high,A
99,1,3,53.0,high,A
99,1,1,50.0,high,A
99,1,3,22.0,medium,A
99,1,4,13.0,low,A
99,1,4,2.0,low,A
99,1,5,33.0,medium,A
99,1,5,19.0,medium,A
99,1,4,11.0,low,A
99,1,6,25.0,medium,A
99,1,5,59.0,high,A
99,1,6,62.0,high,A
99,1,2,39.0,medium,A
99,1,5,44.0,high,A
99,1,5,46.0,high,A
99,1,1,7.0,low,A
99,1,6,30.0,medium,A
